type,county,official_business_name,name,address,city,state,zip,lat,lng
Restaurant Brewer,Genesee,Batavia Brewing Company Llc,Eli Fish Brewing Company,109 111 Main St,Batavia,NY,14020,0.0,0.0
Restaurant Brewer,Albany,Philly Bar & Grill Llc,Philly Bar & Grill,622 Watervliet Shaker Rd,Latham,NY,12110,42.737109999999994,-73.76745
Restaurant Brewer,Essex,Blue Line Brewery Llc,Blue Line Brewery ,555 Lake Flower Ave,Saranac Lake,NY,12983,0.0,0.0
Restaurant Brewer,Westchester,Cp Factoria Llc,Fin & Brew,5 John Walsh Blvd,Peekskill,NY,10566,41.27519,-73.94202
Winery,Kings,Red Hook Winery Llc,Red Hook Winery,204 Van Dyke St Suite 325A,Brooklyn,NY,11231,,
Winery,Ulster,Rmv Cellars Llc,Red Maple Vineyard,25 Burroughs Dr,West Park,NY,12493,,
Winery,Yates,N Kendall Wines Llc,"Hickory Hollow Wine Cellars, Nathan K, Chepika",20 Hollister St,Dundee,NY,14837,42.52262,-76.97381
Winery,Orange,Ferreira Carpenter Estates Llc,Ferreira Carpenter Winery,62 W Ridge Rd,Warwick,NY,10990,41.28097,-74.36792
Winery,Schuyler,Donna D Lucent,Pompous Ass Wine Company,4499 Route 14,Rock Stream,NY,14878,42.4511206,-76.90924779
Winery,Ontario,L & D Acquisition Llc,L & D Acquisition ,1 Lake Niagara Lane,Naples,NY,14512,42.62147967,-77.39838893
Winery,Oneida,Prospect Falls Winery Inc,Prospect Falls Winery ,400 Academy St,Prospect,NY,13435,43.30447,-75.15305
Winery,Suffolk,L A Winery Corp,L A Winery Corp,114 Cain Dr,Brentwood,NY,11717,40.80653971,-73.24820566
Winery,Chautauqua,Woodbury Vineyards Inc,Woodbury Vineyards,3230 S Roberts Rd,Fredonia,NY,14063,42.4554027,-79.26934911
Winery,Erie,Queen City Meadery Llc,Queen City Meadery ,290 Center Rd,W Seneca,NY,14224,42.84005,-78.77143000000001
Winery,Steuben,"Element Winery Llc, The","Element Winery , The",27 West Ave,Arkport,NY,14807,42.39445,-77.69932
Winery,Orange,Angry Orchard Cider Company Llc,Angry Orchard Cider Company ,2241 Albany Post Rd,Walden,NY,12586,41.587109999999996,-74.22169
Winery,Yates,Point Of The Bluff Vineyard Llc,Point Of The Bluff Vineyard ,8524 Broadview Heights,Keuka Park,NY,14478,42.62001197,-77.09868161
Winery,Ulster,Joseph Zakon Winery Ltd,Crown Regal Wine Cellars,1519 Route 9W Bldg 2,Marlboro,NY,12542,41.62322388,-73.96451737
Winery,Schuyler,Valkyrie Crafted Libations Inc,Valkyrie Crafted Libations ,4732 Rte 414,Burdett,NY,14818,42.46233,-76.86494
Winery,Kings,Green Farms Ii Llc,Green Farms Ii ,208 Dupont St,Brooklyn,NY,11222,40.73616,-73.95109000000001
Winery,Chautauqua,Robert Mazza Inc,Mazza Chautauqua Cellars,8398 West Route 20,Westfield,NY,14787,42.30823259,-79.60389676
Winery,Niagara,Flight Of Five Winery Llc,Flight Of Five Winery,2 Pine St,Lockport,NY,14094,43.17076116,-78.69284328
Winery,Ulster,Liquid Altitude Llc,Liquid Altitude,428 Decker Rd,Wallkill,NY,12589,41.66922,-74.25457
Winery,Cayuga,West Bay Estates Llc,Colloca Estate Winery,14678 W Bay Rd,Sterling,NY,13156,43.3293,-76.72126
Winery,Suffolk,W A Meadwerks Inc,W A Meadwerks ,26 W Hoffman Ave,Lindenhurst,NY,11757,40.686859999999996,-73.37443
Winery,Kings,Aron Rosenberg Enterprises Llc,Ben Ish Winery,3711 13Th Ave,Brooklyn,NY,11218,40.64141,-73.98527
Winery,Ulster,Royal Wine Corporation,Appleation Ciders; Boondocks Spirits,Auxiliary Route 2 / 9 W No,Marlboro,NY,12542,,
Winery,Chautauqua,"Wine Group Llc, The","Wine Group , The",85 Bourne St,Westfield,NY,14787,42.33217303,-79.57930656
Winery,Albany,Windham Vineyards Llc,Windham Vineyards And Winery,32 Learned St,Albany,NY,12207,42.66106,-73.74353
Winery,Ulster,Hetta Glogg Llc,Hetta Glogg ,85 Broadway,Kingston,NY,12401,41.91988,-73.98538
Winery,Erie,Ten Thousand Vines Inc,Ten Thousand Vines,8 S Buffalo St,Hamburg,NY,14075,42.71549477,-78.82930613
Winery,Suffolk,Wolffer Estate Vineyard Inc,Wolffer Estate,139 Sagg Rd,Sagaponack,NY,11962,40.94482,-72.27887
Winery,Orange,Demarest Hill Winery Inc,Demarest Hill Winery ,81 Pine Island Tpke,Warwick,NY,10990,41.26686155,-74.37151209999999
Winery,Nassau,Wineudesign Inc,Wineudesign,156 Engineers Dr,Hicksville,NY,11801,40.74494501,-73.50090047
Winery,Monroe,Casa Larga Vineyards Inc,Casa Larga Vineyards,2287 Turk Hill Rd,Fairport,NY,14450,43.05062036,-77.43203003
Winery,Orleans,810 Meadworks Llc,810 Meadworks ,113 W Center St,Medina,NY,14103,43.22033,-78.38766
Winery,Suffolk,Medwick Wines Llc,Maiden & Liberty,35 Cox Neck Rd,Mattituck,NY,11952,40.98854,-72.55391
Winery,New York,City Vineyard Llc,City Vineyard ,45 Rockefeller Plaza,New York,NY,10013,40.7595,-73.97796
Winery,Steuben,Doyle Acquisition Corporation,Pleasant Valley Wine Co,8260 Pleasant Valley Rd,Hammondsport,NY,14840,42.40199963,-77.25173009
Winery,Saratoga,"Ledge Rock Hill Winery, Llc",Ledge Rock Hill Winery,41 Stewart Dam Road,Corinth,NY,12822,43.26983481,-73.89074373
Winery,Saratoga,Old Tavern Farm Winery Llc,Old Tavern Farm Winery ,45 Brown Rd,Stillwater,NY,12170,43.01791,-73.71967
Winery,Steuben,Konstantin D Frank &Sons Vinifera Wine Cellars Ltd,Konstantin D Frank &Sons Vinifera Wine Cellars ,9749 Middle Road,Hammondsport,NY,14840,42.47568081,-77.18222838
Winery,Niagara,Spring Lake Winery Llc,Spring Lake Winery,7373 Rochester Rd,Lockport,NY,14094,43.18561077,-78.62835653
Winery,Suffolk,Duck Walk Vineyards Inc,Duck Walk Vineyards ,231 Montauk Hgwy,Water Mill,NY,11976,40.90269679,-72.36565353
Winery,Livingston,Eagle Crest Vineyards Llc,Eagle Crest Vineyards ,7107 Vineyard Road,Conesus,NY,14435,42.73981742,-77.62291699
Winery,Steuben,Chateau Renaissance Inc,Chateau Renaissance ,7494 Fish Hatchery Rd,Hammondsport,NY,14840,42.38723199,-77.26471703
Winery,Monroe,Lidestri Beverages Llc,Lidestri Spirits,1050 Lee Rd,Rochester,NY,14606,43.187709999999996,-77.6798
Winery,Ulster,Allied Wine Corp,Stropkov Spirits And Silver Cloud Spirits,70 Berme Rd,Ellenville,NY,12428,41.71603801,-74.38245794
Winery,Niagara,R Sean Manning Inc,Freedom Run Winery,5138 Lower Mountain Rd,Lockport,NY,14094,43.18434663,-78.76104344
Winery,Ontario,Constellation Brands Inc,Constellation Brands ,116 Buffalo St,Canandaigua,NY,14424,42.89646521,-77.2938024
Winery,Onondaga,Lakeland Winery Inc,Lakeland Winery,877 State Fair Blvd,Syracuse,NY,13209,43.09308516,-76.24267068
Winery,Seneca,Swedish Hill Vineyard Inc,Swedish Hill Winery,4565 Route 414,Romulus,NY,14541,42.21985421,-76.97419268
Winery,Kings,Goblet Wine Inc,Goblet,6010 20Th Ave,Brooklyn,NY,11204,40.61930923,-73.98296096
Winery,Erie,Chateau Buffalo Llc,Chateau Buffalo,1500 Clinton St,Buffalo,NY,14206,42.872479799999994,-78.82111845
Winery,New York,City Winery New York Llc,City Winery,143 Varick St,New York,NY,10013,40.72592994,-74.00579236
Winery,Ulster,Slate Hill Vineyard Inc,Benmarl Winery,156 Highland Ave,Marlboro,NY,12542,41.59672562,-73.98256754
Winery,Suffolk,Pindar Vineyards Llc,Pindar Vineyards ,37645 State Route 25,Peconic,NY,11958,41.03218921,-72.46561708
Winery,Saratoga,Oliva Vineyards Llc,Oliva Vineyards,250 Excelsior Ave,Saratoga Springs,NY,12866,43.09323,-73.75738
Winery,Orange,Engel Wines Corp,Engel Wines Corp,6 Quickway Rd,Monroe,NY,10950,41.33611,-74.17302
Winery,Dutchess,Salt Point Meadery Llc,Salt Point Meadery ,11 Charles St,Pleasant Valley,NY,12569,41.74736,-73.83334
Winery,St Lawrence,River Myst Winery Llc,River Myst Winery,9830 State Hwy 37,Ogdensburg,NY,13669,44.762656299999996,-75.37855498
Winery,Nassau,Barnside Cellars Inc,Vinizzo,343 Sea Cliff Ave,Sea Cliff,NY,11579,40.84940336,-73.64941273
Winery,Orange,Graft Cider Llc,Graft Cider,218 Ann St,Newburgh,NY,12550,41.49987,-74.01706999999999
Winery,Suffolk,Foghat Cellars Llc,Foghat Cellars ,35 Cox Neck Rd,Mattituck,NY,11952,40.988479999999996,-72.55465
Winery,Suffolk,Pwg Wine Company Llc,Premium Wine Group,35 Cox Neck Rd,Mattituck,NY,11952,40.98868,-72.55463
Winery,Monroe,Wines By Design Inc,Vinecraft,1424 Buffalo Rd,Rochester,NY,14624,43.150290000000005,-77.6891
Winery,Albany,Royal Meadery Llc,Royal Meadery ,20 Hallwood Rd - Ste. 2,Delmar,NY,12054,42.62356,-73.83185999999999
Winery,Steuben,Ito Wines Llc,Traveling Vineyard,8260 Pleasant Valley Rd,Hammondsport,NY,14840,42.40201416,-77.25183792
Winery,Broome,Innovative Bottling Inc,Innovative Bottling ,116 Brown St,Johnson City,NY,13790,42.11843,-75.96149
Winery,Nassau,Floral Terranes Llc,Floral Terranes ,157 E Broadway,Roslyn,NY,11576,40.797470000000004,-73.64583
Winery,Suffolk,Hf Rfm Llc,Beacon Meadery,35 Cox Neck Rd,Mattituck,NY,11952,40.98868,-72.55463
Winery,Ulster,Cereghino Smith Llc,Cereghino Smith,2583 Route 32,Bloomington,NY,12411,0.0,0.0
Winery,Otsego,Sauvage Beverages Llc,Sauvage Beverages ,107 Winney Hill Rd,Oneonta,NY,13820,42.46076,-75.09212
Winery,Kings,Brooklyn Winery Llc,Brooklyn Winery,213 N 8Th Street,Brooklyn,NY,11211,40.71721959,-73.95512328
Winery,Kings,Coiffe Cellars Corp,Ma Lung Winery,276 Greenpoint Ave,Brooklyn,NY,11222,40.73071874,-73.94879976
Winery,Suffolk,Del Vino Vineyards Inc,Del Vino Vineyards ,29 Norwood Rd,Northport,NY,11768,40.9135,-73.32517
Winery,Monroe,Living Roots Wine & Company Llc,Living Roots Wine & Company ,1255 University Ave,Rochester,NY,14607,43.15048,-77.56911
Winery,Richmond,Rlra Llc,Vino Di Vino,42 Industrial Loop,Staten Island,NY,10309,40.54753,-74.22952
Winery,Onondaga,Anheuser Busch Llc,Anheuser Busch ,2885 Belgium Rd,Baldwinsville,NY,13027,43.16539,-76.31038000000001
Winery,Westchester,Prospero Winery Inc,326 Marble Avenue,134 Marble Avenue,Pleasantville,NY,10570,,
Winery,Oneida,Andrea Puma,Puma Vino,121 N Madison St,Rome,NY,13440,43.214890000000004,-75.46332
Winery,Monroe,High Falls Operating Co Llc,North American Breweries,445 St Paul St,Rochester,NY,14605,43.16493105,-77.61437097
Winery,Columbia,Clermont Vineyards & Winery Llc,Clermont Vineyards & Winery ,241 County Rte 6,Germantown,NY,12526,42.07962982,-73.89375852
Winery,Suffolk,Jason'S Vineyard'S Inc,Jason'S Vineyard'S ,1785 Main Rd,Jamesport,NY,11947,40.95266958,-72.57543902
Winery,Kings,Gotham Sake Llc,Brooklyn Kura,68 34Th St,Brooklyn,NY,11232,40.759240000000005,-73.92449
Winery,Suffolk,Kwaw Amos,Oson Wine,35 Cox Neck Rd,Mattituck,NY,11952,40.98868,-72.55463
Winery,New York,City Vineyard Llc,City Vineyard ,233 West St,New York,NY,10013,40.72132,-74.01234000000001
Winery,Warren,Adirondack Winery Llc,Adirondack Winery ,395 Big Bay Rd,Queensbury,NY,12804,43.29078017,-73.6820309
Winery,Cattaraugus,Winery Of Ellicottville Llc,Winery Of Ellicottville ,14 Monroe St,Ellicottville,NY,14731,42.27594533,-78.67144075
Winery,Orange,Brotherhood America'S Oldest Winery Ltd,Brotherhood Vinecrest Co,100 Brotherhood Plaza Dr,Washingtonville,NY,10992,41.43069504,-74.1615352
Winery,Schuyler,Hazlitts 1852 Vineyards Inc,Hazlitts 1852 Vineyards,5712 Rte 414,Hector,NY,14841,42.51050559,-76.87671294
Winery,Cayuga,Long Point Winery Ltd,Long Point Winery,1485 Lake Road,Aurora,NY,13026,42.71074334,-76.68579399
Winery,Schuyler,J R Dill Winery Llc,J R Dill Winery,4922 State Route 414,Burdett,NY,14818,42.4714497,-76.86754395
Winery,Niagara,Black Willow Winery Llc,Black Willow Winery ,5565 W Lake Rd,Burt,NY,14028,43.33163653,-78.73506054
Winery,Steuben,Bully Hill Vineyards Inc,The Lake Keuka Wine Co,8843 Greyton H Taylor Mem'L Dr,Hammondsport,NY,148400458,42.42883165,-77.20872151
Winery,Erie,Grapevine Dvine Llc,Grapevine Dvine ,5500 Broadway St,Lancaster,NY,14086,42.89963,-78.66591
Winery,Seneca,Ventosa Vineyards Llc,Ventosa Vineyards,3440 Route 96A,Geneva,NY,14456,42.85906813,-76.93631553
Winery,Dutchess,Millbrook Winery Inc,Williams & Selyem Winery,26 Wing Rd,Millbrook,NY,12545,,
Winery,Tompkins,Ports Of New York Llc,Ports Of New York ,815 Taber St,Ithaca,NY,14850,42.43845773,-76.5135085
Winery,Wyoming,Main Street Winery Llc,Main Street Winery ,249 Main St,Arcade,NY,14009,42.534440000000004,-78.42293000000001
Winery,St Lawrence,High Peaks Winery Llc,High Peaks Winery ,805 Pickle St,Winthrop,NY,13697,44.775356099999996,-74.85701627
Winery / Farm Winery Retail,Suffolk,Pindar Vineyards Llc,Pindar Vineyards ,117 Main Street,Port Jefferson,NY,11777,40.94573481,-73.06832557
Winery / Farm Winery Retail,Steuben,Chateau Renaissance Inc,Chateau Renaissance Wine Cellars,7494 Fish Hatchery Rd,Hammondsport,NY,14840,42.38717952,-77.26484049
Winery / Farm Winery Retail,Schuyler,Doyle Acquisition Corporation,Seneca Harbor Wine Center,2 N Franklin St,Watkins Glen,NY,14891,42.38351970000001,-76.87515622
Winery / Farm Winery Retail,Steuben,Doyle Acquisition Corporation,Pleasant Valley Wine Co,8260 Pleasant Valley Rd,Hammondsport,NY,14840,42.40199963,-77.25173009
Winery / Farm Winery Retail,Warren,Adirondack Winery Llc,Adirondack Winery ,4971 Lake Shore Dr,Bolton Landing,NY,12814,43.55814,-73.65491
Winery / Farm Winery Retail,Seneca,Doyle Acquisition Corporation,Caywood Vineyards,9666 Route 414,Lodi,NY,14860,42.55655966,-76.86593089
Winery / Farm Winery Retail,Yates,N Kendall Wines Llc,"Hickory Hollow Wine Cellars, Nathan K, Chepika",5289 State Rte 14,Dundee,NY,14837,42.50743,-76.9239
Winery / Farm Winery Retail,Dutchess,Millbrook Winery Inc,Williams & Selyem Winery,26 Wing Rd,Millbrook,NY,12545,,
Winery / Farm Winery Retail,Warren,Adirondack Winery Llc,Adirondack Winery,285 Canada St,Lake George,NY,12845,43.42572426,-73.7127071
